title,artist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
Roll Me Up and Smoke Me When I Die - Live,Willie Nelson,0.427,0.813,0.0,-9.02,1.0,0.0737,0.0713,0.109,0.873,0.344,106.859,audio_features,5iis9J2sptrUy0VIpFVIg1,spotify:track:5iis9J2sptrUy0VIpFVIg1,https://api.spotify.com/v1/tracks/5iis9J2sptrUy0VIpFVIg1,https://api.spotify.com/v1/audio-analysis/5iis9J2sptrUy0VIpFVIg1,134267.0,3.0
On The Road Again - Live,Willie Nelson,0.411,0.859,4.0,-7.382,1.0,0.085,0.0671,0.00201,0.958,0.36,112.228,audio_features,0vcJzE2LuNY9aoq2hdMjHZ,spotify:track:0vcJzE2LuNY9aoq2hdMjHZ,https://api.spotify.com/v1/tracks/0vcJzE2LuNY9aoq2hdMjHZ,https://api.spotify.com/v1/audio-analysis/0vcJzE2LuNY9aoq2hdMjHZ,156173.0,3.0
Womack,Skilla Baby,0.825,0.629,10.0,-3.835,0.0,0.294,0.0216,0.0,0.167,0.55,180.043,audio_features,6dNitJ4NMOsX5m3iwJF2HN,spotify:track:6dNitJ4NMOsX5m3iwJF2HN,https://api.spotify.com/v1/tracks/6dNitJ4NMOsX5m3iwJF2HN,https://api.spotify.com/v1/audio-analysis/6dNitJ4NMOsX5m3iwJF2HN,184033.0,4.0
Cloud of Unknowing (feat. Bobby Womack and Sinfonia ViVA),Gorillaz,0.261,0.259,7.0,-12.056,1.0,0.033,0.812,0.0378,0.744,0.064,66.743,audio_features,0NDOVMOT6ah2k6HuXLrq5x,spotify:track:0NDOVMOT6ah2k6HuXLrq5x,https://api.spotify.com/v1/tracks/0NDOVMOT6ah2k6HuXLrq5x,https://api.spotify.com/v1/audio-analysis/0NDOVMOT6ah2k6HuXLrq5x,186120.0,4.0
Womp Womp,Valee,0.877,0.558,1.0,-4.896,1.0,0.342,0.066,0.0,0.0745,0.493,157.027,audio_features,1G5ho820Xi2Qu3HsBZ26ft,spotify:track:1G5ho820Xi2Qu3HsBZ26ft,https://api.spotify.com/v1/tracks/1G5ho820Xi2Qu3HsBZ26ft,https://api.spotify.com/v1/audio-analysis/1G5ho820Xi2Qu3HsBZ26ft,226533.0,4.0
Love Wars,Womack & Womack,0.83,0.57,4.0,-10.152,0.0,0.0449,0.0695,7.92e-05,0.294,0.906,121.258,audio_features,26e26h5LqOzrt4ncspDSc7,spotify:track:26e26h5LqOzrt4ncspDSc7,https://api.spotify.com/v1/tracks/26e26h5LqOzrt4ncspDSc7,https://api.spotify.com/v1/audio-analysis/26e26h5LqOzrt4ncspDSc7,359093.0,4.0
Yakety Yak - 2007 Remaster,The Coasters,0.641,0.834,7.0,-7.831,1.0,0.242,0.626,0.000534,0.131,0.849,120.948,audio_features,3Lbxie6whOW4eMt4jtI32k,spotify:track:3Lbxie6whOW4eMt4jtI32k,https://api.spotify.com/v1/tracks/3Lbxie6whOW4eMt4jtI32k,https://api.spotify.com/v1/audio-analysis/3Lbxie6whOW4eMt4jtI32k,116027.0,4.0
Down in Mexico,The Coasters,0.614,0.589,1.0,-8.667,1.0,0.0573,0.7,0.0,0.069,0.894,111.879,audio_features,4OnqJ1ml4Jgr5AAKNrrYCD,spotify:track:4OnqJ1ml4Jgr5AAKNrrYCD,https://api.spotify.com/v1/tracks/4OnqJ1ml4Jgr5AAKNrrYCD,https://api.spotify.com/v1/audio-analysis/4OnqJ1ml4Jgr5AAKNrrYCD,196467.0,4.0
Charlie Brown - 2007 Remaster Stereo Single Version; Remastered,The Coasters,0.485,0.751,10.0,-6.299,1.0,0.15,0.604,1.07e-06,0.0124,0.814,125.935,audio_features,6t83zAQg9Efca1u1DPL930,spotify:track:6t83zAQg9Efca1u1DPL930,https://api.spotify.com/v1/tracks/6t83zAQg9Efca1u1DPL930,https://api.spotify.com/v1/audio-analysis/6t83zAQg9Efca1u1DPL930,141307.0,4.0
Coaster,Khalid,0.441,0.219,8.0,-14.586,1.0,0.0419,0.935,0.0,0.115,0.244,94.021,audio_features,39KG4kom3enSx4GTThuDGt,spotify:track:39KG4kom3enSx4GTThuDGt,https://api.spotify.com/v1/tracks/39KG4kom3enSx4GTThuDGt,https://api.spotify.com/v1/audio-analysis/39KG4kom3enSx4GTThuDGt,199120.0,4.0
Poison Ivy - 2007 Remaster; Remastered,The Coasters,0.749,0.708,1.0,-5.413,1.0,0.0902,0.402,0.0,0.0904,0.97,137.286,audio_features,5sbN2KexToBTtNiuhwysxo,spotify:track:5sbN2KexToBTtNiuhwysxo,https://api.spotify.com/v1/tracks/5sbN2KexToBTtNiuhwysxo,https://api.spotify.com/v1/audio-analysis/5sbN2KexToBTtNiuhwysxo,164253.0,4.0
Searchin',The Coasters,0.776,0.495,8.0,-13.861,1.0,0.0503,0.414,0.0,0.196,0.924,73.282,audio_features,5DCqNn752dBJbjM6LEtQJU,spotify:track:5DCqNn752dBJbjM6LEtQJU,https://api.spotify.com/v1/tracks/5DCqNn752dBJbjM6LEtQJU,https://api.spotify.com/v1/audio-analysis/5DCqNn752dBJbjM6LEtQJU,159493.0,4.0
Down in Mexico,The Coasters,0.348,0.963,4.0,-0.844,1.0,0.205,0.23,0.0,0.24,0.625,103.425,audio_features,12WwrmQkQtItAZFsFlcdRi,spotify:track:12WwrmQkQtItAZFsFlcdRi,https://api.spotify.com/v1/tracks/12WwrmQkQtItAZFsFlcdRi,https://api.spotify.com/v1/audio-analysis/12WwrmQkQtItAZFsFlcdRi,201240.0,4.0
Smokey Joe's Cafe,The Coasters,0.635,0.54,5.0,-9.688,0.0,0.102,0.511,0.0,0.339,0.758,102.96,audio_features,7oOkQ84ksDufCn8TOE3pzc,spotify:track:7oOkQ84ksDufCn8TOE3pzc,https://api.spotify.com/v1/tracks/7oOkQ84ksDufCn8TOE3pzc,https://api.spotify.com/v1/audio-analysis/7oOkQ84ksDufCn8TOE3pzc,166867.0,4.0
Down In Mexico,The Coasters,0.417,0.623,3.0,-10.899,0.0,0.2,0.171,0.292,0.107,0.823,188.249,audio_features,0ieWK5bLRBl9Ljpb78G1Gq,spotify:track:0ieWK5bLRBl9Ljpb78G1Gq,https://api.spotify.com/v1/tracks/0ieWK5bLRBl9Ljpb78G1Gq,https://api.spotify.com/v1/audio-analysis/0ieWK5bLRBl9Ljpb78G1Gq,205774.0,4.0
Love Potion #9,The Coasters,0.825,0.492,5.0,-12.063,0.0,0.088,0.635,0.00013,0.0611,0.963,125.673,audio_features,4Yz06d9EqyZHUiUQ8YNH1X,spotify:track:4Yz06d9EqyZHUiUQ8YNH1X,https://api.spotify.com/v1/tracks/4Yz06d9EqyZHUiUQ8YNH1X,https://api.spotify.com/v1/audio-analysis/4Yz06d9EqyZHUiUQ8YNH1X,158160.0,4.0
She Drives Me Crazy,Fine Young Cannibals,0.799,0.687,2.0,-5.682,1.0,0.0431,0.193,0.000188,0.0307,0.965,108.804,audio_features,4d6eqRtpDX7tydHJGDZUBQ,spotify:track:4d6eqRtpDX7tydHJGDZUBQ,https://api.spotify.com/v1/tracks/4d6eqRtpDX7tydHJGDZUBQ,https://api.spotify.com/v1/audio-analysis/4d6eqRtpDX7tydHJGDZUBQ,215773.0,4.0
Fine Young Cannibals,Wolf Parade,0.597,0.611,0.0,-9.878,1.0,0.0414,0.365,0.592,0.132,0.615,117.419,audio_features,6aAhBncpJcB0gJCKobVsrI,spotify:track:6aAhBncpJcB0gJCKobVsrI,https://api.spotify.com/v1/tracks/6aAhBncpJcB0gJCKobVsrI,https://api.spotify.com/v1/audio-analysis/6aAhBncpJcB0gJCKobVsrI,391880.0,4.0
Supercut - El-P Remix,Lorde,0.785,0.478,1.0,-8.974,1.0,0.0422,0.043,0.000106,0.12,0.205,120.978,audio_features,4qT0DUcwUHzbxXcitzRzwn,spotify:track:4qT0DUcwUHzbxXcitzRzwn,https://api.spotify.com/v1/tracks/4qT0DUcwUHzbxXcitzRzwn,https://api.spotify.com/v1/audio-analysis/4qT0DUcwUHzbxXcitzRzwn,212040.0,4.0
Johnny Come Home,Fine Young Cannibals,0.776,0.866,10.0,-7.563,1.0,0.0438,0.00711,0.000266,0.0539,0.964,133.597,audio_features,4fFxkU9C7prSviiYtvlV8V,spotify:track:4fFxkU9C7prSviiYtvlV8V,https://api.spotify.com/v1/tracks/4fFxkU9C7prSviiYtvlV8V,https://api.spotify.com/v1/audio-analysis/4fFxkU9C7prSviiYtvlV8V,215733.0,4.0
Good Thing,Fine Young Cannibals,0.747,0.586,9.0,-10.119,0.0,0.0299,0.0708,8e-05,0.0427,0.893,164.718,audio_features,6lRkdG1HurVS72F9GoBeWJ,spotify:track:6lRkdG1HurVS72F9GoBeWJ,https://api.spotify.com/v1/tracks/6lRkdG1HurVS72F9GoBeWJ,https://api.spotify.com/v1/audio-analysis/6lRkdG1HurVS72F9GoBeWJ,201867.0,4.0
Suspicious Minds,Fine Young Cannibals,0.397,0.949,7.0,-4.741,1.0,0.12,0.0575,0.000388,0.215,0.589,129.368,audio_features,2Ywft2Thbf7mPyoD2ntadi,spotify:track:2Ywft2Thbf7mPyoD2ntadi,https://api.spotify.com/v1/tracks/2Ywft2Thbf7mPyoD2ntadi,https://api.spotify.com/v1/audio-analysis/2Ywft2Thbf7mPyoD2ntadi,237467.0,4.0
I'm Not the Man I Used to Be,Fine Young Cannibals,0.811,0.629,7.0,-12.571,0.0,0.0363,0.206,0.161,0.0564,0.867,110.42,audio_features,0ce4Ru8pHOZKijojglD4JS,spotify:track:0ce4Ru8pHOZKijojglD4JS,https://api.spotify.com/v1/tracks/0ce4Ru8pHOZKijojglD4JS,https://api.spotify.com/v1/audio-analysis/0ce4Ru8pHOZKijojglD4JS,258867.0,4.0
Choose Your Side,La Coka Nostra,0.49,0.919,6.0,-4.534,0.0,0.32,0.0131,0.000525,0.167,0.535,82.124,audio_features,04mYapRialHkhkqDS0T9mA,spotify:track:04mYapRialHkhkqDS0T9mA,https://api.spotify.com/v1/tracks/04mYapRialHkhkqDS0T9mA,https://api.spotify.com/v1/audio-analysis/04mYapRialHkhkqDS0T9mA,262933.0,4.0
Don't Look Back,Fine Young Cannibals,0.683,0.703,7.0,-11.366,1.0,0.0294,0.0824,5.23e-06,0.466,0.972,139.083,audio_features,1Iz4JdDxglpnjXzMHlpnOp,spotify:track:1Iz4JdDxglpnjXzMHlpnOp,https://api.spotify.com/v1/tracks/1Iz4JdDxglpnjXzMHlpnOp,https://api.spotify.com/v1/audio-analysis/1Iz4JdDxglpnjXzMHlpnOp,217227.0,4.0
She Drives Me Crazy - Remastered,Fine Young Cannibals,0.81,0.585,2.0,-7.82,1.0,0.0416,0.179,0.000154,0.0342,0.962,108.818,audio_features,6cVCQiiMJ1jd3lbOo5Qx8U,spotify:track:6cVCQiiMJ1jd3lbOo5Qx8U,https://api.spotify.com/v1/tracks/6cVCQiiMJ1jd3lbOo5Qx8U,https://api.spotify.com/v1/audio-analysis/6cVCQiiMJ1jd3lbOo5Qx8U,217347.0,4.0
Mockingbird,Eminem,0.637,0.678,0.0,-3.798,1.0,0.266,0.209,0.0,0.156,0.254,84.039,audio_features,561jH07mF1jHuk7KlaeF0s,spotify:track:561jH07mF1jHuk7KlaeF0s,https://api.spotify.com/v1/tracks/561jH07mF1jHuk7KlaeF0s,https://api.spotify.com/v1/audio-analysis/561jH07mF1jHuk7KlaeF0s,250760.0,4.0
The Real Slim Shady,Eminem,0.949,0.661,5.0,-4.244,0.0,0.0572,0.0302,0.0,0.0454,0.76,104.504,audio_features,3yfqSUWxFvZELEM4PmlwIR,spotify:track:3yfqSUWxFvZELEM4PmlwIR,https://api.spotify.com/v1/tracks/3yfqSUWxFvZELEM4PmlwIR,https://api.spotify.com/v1/audio-analysis/3yfqSUWxFvZELEM4PmlwIR,284200.0,4.0
Lose Yourself,Eminem,0.689,0.735,2.0,-4.545,1.0,0.267,0.00922,0.00072,0.365,0.059,171.403,audio_features,77Ft1RJngppZlq59B6uP0z,spotify:track:77Ft1RJngppZlq59B6uP0z,https://api.spotify.com/v1/tracks/77Ft1RJngppZlq59B6uP0z,https://api.spotify.com/v1/audio-analysis/77Ft1RJngppZlq59B6uP0z,320627.0,4.0
Without Me,Eminem,0.908,0.669,7.0,-2.827,1.0,0.0738,0.00286,0.0,0.237,0.662,112.238,audio_features,7lQ8MOhq6IN2w8EYcFNSUk,spotify:track:7lQ8MOhq6IN2w8EYcFNSUk,https://api.spotify.com/v1/tracks/7lQ8MOhq6IN2w8EYcFNSUk,https://api.spotify.com/v1/audio-analysis/7lQ8MOhq6IN2w8EYcFNSUk,290320.0,4.0
Superman,Eminem,0.802,0.755,4.0,-3.138,0.0,0.0564,0.0215,0.0,0.295,0.58,130.027,audio_features,4woTEX1wYOTGDqNXuavlRC,spotify:track:4woTEX1wYOTGDqNXuavlRC,https://api.spotify.com/v1/tracks/4woTEX1wYOTGDqNXuavlRC,https://api.spotify.com/v1/audio-analysis/4woTEX1wYOTGDqNXuavlRC,350320.0,4.0
Till I Collapse,Eminem,0.548,0.847,1.0,-3.237,1.0,0.186,0.0622,0.0,0.0816,0.1,171.447,audio_features,4xkOaSrkexMciUUogZKVTS,spotify:track:4xkOaSrkexMciUUogZKVTS,https://api.spotify.com/v1/tracks/4xkOaSrkexMciUUogZKVTS,https://api.spotify.com/v1/audio-analysis/4xkOaSrkexMciUUogZKVTS,297787.0,4.0
Godzilla (feat. Juice WRLD),Eminem,0.808,0.745,10.0,-5.26,0.0,0.342,0.145,0.0,0.292,0.829,165.995,audio_features,7FIWs0pqAYbP91WWM0vlTQ,spotify:track:7FIWs0pqAYbP91WWM0vlTQ,https://api.spotify.com/v1/tracks/7FIWs0pqAYbP91WWM0vlTQ,https://api.spotify.com/v1/audio-analysis/7FIWs0pqAYbP91WWM0vlTQ,210800.0,4.0
Killshot,Eminem,0.893,0.651,0.0,-8.647,0.0,0.367,0.0995,0.0,0.371,0.6,105.835,audio_features,1jo3TwNGCXfNdB5uba3ZVv,spotify:track:1jo3TwNGCXfNdB5uba3ZVv,https://api.spotify.com/v1/tracks/1jo3TwNGCXfNdB5uba3ZVv,https://api.spotify.com/v1/audio-analysis/1jo3TwNGCXfNdB5uba3ZVv,253580.0,4.0
Rap God,Eminem,0.708,0.843,7.0,-2.66,1.0,0.314,0.397,0.0,0.799,0.625,148.14,audio_features,6or1bKJiZ06IlK0vFvY75k,spotify:track:6or1bKJiZ06IlK0vFvY75k,https://api.spotify.com/v1/tracks/6or1bKJiZ06IlK0vFvY75k,https://api.spotify.com/v1/audio-analysis/6or1bKJiZ06IlK0vFvY75k,363521.0,4.0
Stan,Eminem,0.78,0.768,6.0,-4.325,0.0,0.238,0.0371,2.34e-06,0.518,0.507,80.063,audio_features,3UmaczJpikHgJFyBTAJVoz,spotify:track:3UmaczJpikHgJFyBTAJVoz,https://api.spotify.com/v1/tracks/3UmaczJpikHgJFyBTAJVoz,https://api.spotify.com/v1/audio-analysis/3UmaczJpikHgJFyBTAJVoz,404107.0,4.0
Stayin Alive,Bee Gees,0.702,0.773,10.0,-9.256,0.0,0.0343,0.0288,0.00871,0.147,0.953,103.564,audio_features,5ubvP9oKmxLUVq506fgLhk,spotify:track:5ubvP9oKmxLUVq506fgLhk,https://api.spotify.com/v1/tracks/5ubvP9oKmxLUVq506fgLhk,https://api.spotify.com/v1/audio-analysis/5ubvP9oKmxLUVq506fgLhk,285373.0,4.0
"More Than A Woman - From ""Saturday Night Fever"" Soundtrack",Bee Gees,0.601,0.703,7.0,-6.24,1.0,0.0379,0.175,8.4e-05,0.571,0.673,106.164,audio_features,2cX2coZS1PYBfPs8wgbdWE,spotify:track:2cX2coZS1PYBfPs8wgbdWE,https://api.spotify.com/v1/tracks/2cX2coZS1PYBfPs8wgbdWE,https://api.spotify.com/v1/audio-analysis/2cX2coZS1PYBfPs8wgbdWE,196213.0,4.0
How Deep Is Your Love,Bee Gees,0.633,0.357,5.0,-9.366,0.0,0.0264,0.105,0.0,0.133,0.674,104.938,audio_features,2JoZzpdeP2G6Csfdq5aLXP,spotify:track:2JoZzpdeP2G6Csfdq5aLXP,https://api.spotify.com/v1/tracks/2JoZzpdeP2G6Csfdq5aLXP,https://api.spotify.com/v1/audio-analysis/2JoZzpdeP2G6Csfdq5aLXP,245200.0,4.0
Stayin' Alive,Bee Gees,0.707,0.535,10.0,-19.793,0.0,0.0436,0.113,0.00615,0.0884,0.641,103.644,audio_features,4UDmDIqJIbrW0hMBQMFOsM,spotify:track:4UDmDIqJIbrW0hMBQMFOsM,https://api.spotify.com/v1/tracks/4UDmDIqJIbrW0hMBQMFOsM,https://api.spotify.com/v1/audio-analysis/4UDmDIqJIbrW0hMBQMFOsM,92867.0,4.0
You Should Be Dancing,Bee Gees,0.704,0.852,0.0,-6.521,1.0,0.0302,0.0283,0.352,0.625,0.96,122.969,audio_features,4T5Y25pWs2pVZVcFIqFuf8,spotify:track:4T5Y25pWs2pVZVcFIqFuf8,https://api.spotify.com/v1/tracks/4T5Y25pWs2pVZVcFIqFuf8,https://api.spotify.com/v1/audio-analysis/4T5Y25pWs2pVZVcFIqFuf8,256453.0,4.0
Tragedy,Bee Gees,0.665,0.532,2.0,-10.793,1.0,0.0277,0.0889,0.0109,0.296,0.81,117.955,audio_features,6UXXeFqMBGiqjkzQzkMT3E,spotify:track:6UXXeFqMBGiqjkzQzkMT3E,https://api.spotify.com/v1/tracks/6UXXeFqMBGiqjkzQzkMT3E,https://api.spotify.com/v1/audio-analysis/6UXXeFqMBGiqjkzQzkMT3E,303333.0,4.0
"Night Fever - From ""Saturday Night Fever"" Soundtrack",Bee Gees,0.726,0.779,1.0,-7.057,0.0,0.0251,0.0178,0.00178,0.104,0.841,109.133,audio_features,0qemIQjSxcKyf42VPfZnfa,spotify:track:0qemIQjSxcKyf42VPfZnfa,https://api.spotify.com/v1/tracks/0qemIQjSxcKyf42VPfZnfa,https://api.spotify.com/v1/audio-analysis/0qemIQjSxcKyf42VPfZnfa,212800.0,4.0
Too Much Heaven,Bee Gees,0.495,0.439,6.0,-13.212,1.0,0.0467,0.44,8.88e-05,0.725,0.353,165.922,audio_features,6T5GTy1l6dRmagqpNPjdoc,spotify:track:6T5GTy1l6dRmagqpNPjdoc,https://api.spotify.com/v1/tracks/6T5GTy1l6dRmagqpNPjdoc,https://api.spotify.com/v1/audio-analysis/6T5GTy1l6dRmagqpNPjdoc,296000.0,4.0
"How Deep Is Your Love - From ""Saturday Night Fever"" Soundtrack",Bee Gees,0.594,0.5,5.0,-5.586,0.0,0.0255,0.076,9.86e-05,0.184,0.537,104.996,audio_features,3ZP18us6p6LHOZMG1LLUjF,spotify:track:3ZP18us6p6LHOZMG1LLUjF,https://api.spotify.com/v1/tracks/3ZP18us6p6LHOZMG1LLUjF,https://api.spotify.com/v1/audio-analysis/3ZP18us6p6LHOZMG1LLUjF,241093.0,4.0
More Than A Woman - SG's Paradise Edit,Bee Gees,0.679,0.762,10.0,-4.253,0.0,0.0316,0.00469,0.23,0.0446,0.511,105.407,audio_features,0L3XCv9i9IHs8cJEVhsJ3J,spotify:track:0L3XCv9i9IHs8cJEVhsJ3J,https://api.spotify.com/v1/tracks/0L3XCv9i9IHs8cJEVhsJ3J,https://api.spotify.com/v1/audio-analysis/0L3XCv9i9IHs8cJEVhsJ3J,357936.0,4.0
The Weight - Remastered 2000,The Band,0.63,0.551,9.0,-9.28,1.0,0.0549,0.373,5.75e-05,0.103,0.518,143.868,audio_features,0P7DoyGrr4Wp9w5TotEtUC,spotify:track:0P7DoyGrr4Wp9w5TotEtUC,https://api.spotify.com/v1/tracks/0P7DoyGrr4Wp9w5TotEtUC,https://api.spotify.com/v1/audio-analysis/0P7DoyGrr4Wp9w5TotEtUC,274493.0,4.0
Do They Know It's Christmas? - 1984 Version,Band Aid,0.598,0.643,0.0,-6.933,1.0,0.0364,0.164,3.35e-05,0.0992,0.349,115.41,audio_features,4Yg2w0P29BBBMixyeNjDtj,spotify:track:4Yg2w0P29BBBMixyeNjDtj,https://api.spotify.com/v1/tracks/4Yg2w0P29BBBMixyeNjDtj,https://api.spotify.com/v1/audio-analysis/4Yg2w0P29BBBMixyeNjDtj,222533.0,4.0
Atlantic City,The Band,0.648,0.525,9.0,-9.213,1.0,0.0241,0.466,1.5e-06,0.165,0.724,98.131,audio_features,4JwjzS9WFkWlpzGCwh82fn,spotify:track:4JwjzS9WFkWlpzGCwh82fn,https://api.spotify.com/v1/tracks/4JwjzS9WFkWlpzGCwh82fn,https://api.spotify.com/v1/audio-analysis/4JwjzS9WFkWlpzGCwh82fn,314840.0,4.0
The Joker,Steve Miller Band,0.596,0.448,5.0,-9.616,1.0,0.0396,0.365,5.3e-06,0.206,0.796,83.293,audio_features,1bp2IO61zbQrbWNmKKxg3f,spotify:track:1bp2IO61zbQrbWNmKKxg3f,https://api.spotify.com/v1/tracks/1bp2IO61zbQrbWNmKKxg3f,https://api.spotify.com/v1/audio-analysis/1bp2IO61zbQrbWNmKKxg3f,264504.0,4.0
"Santa Claus Is Comin' to Town - Live at C.W. Post College, Greenvale, NY - December 1975",Bruce Springsteen,0.357,0.668,0.0,-8.444,1.0,0.0479,0.362,1.37e-06,0.727,0.407,139.986,audio_features,6s2wpWPFPAgKg2LXxi1Oee,spotify:track:6s2wpWPFPAgKg2LXxi1Oee,https://api.spotify.com/v1/tracks/6s2wpWPFPAgKg2LXxi1Oee,https://api.spotify.com/v1/audio-analysis/6s2wpWPFPAgKg2LXxi1Oee,267600.0,4.0
The Night They Drove Old Dixie Down,The Band,0.505,0.483,0.0,-9.272,1.0,0.0334,0.542,0.0,0.222,0.484,125.839,audio_features,2nvcTDmZkRWKNMAL29sLHo,spotify:track:2nvcTDmZkRWKNMAL29sLHo,https://api.spotify.com/v1/tracks/2nvcTDmZkRWKNMAL29sLHo,https://api.spotify.com/v1/audio-analysis/2nvcTDmZkRWKNMAL29sLHo,211787.0,4.0
If I Die Young,The Band Perry,0.606,0.497,4.0,-6.611,1.0,0.0277,0.348,0.0,0.275,0.362,130.739,audio_features,4u26EevCNXMhlvE1xFBJwX,spotify:track:4u26EevCNXMhlvE1xFBJwX,https://api.spotify.com/v1/tracks/4u26EevCNXMhlvE1xFBJwX,https://api.spotify.com/v1/audio-analysis/4u26EevCNXMhlvE1xFBJwX,222773.0,4.0
Blue Christmas,Elvis Presley,0.465,0.27,4.0,-16.661,1.0,0.0425,0.9,0.00104,0.145,0.58,94.518,audio_features,3QiAAp20rPC3dcAtKtMaqQ,spotify:track:3QiAAp20rPC3dcAtKtMaqQ,https://api.spotify.com/v1/tracks/3QiAAp20rPC3dcAtKtMaqQ,https://api.spotify.com/v1/audio-analysis/3QiAAp20rPC3dcAtKtMaqQ,129173.0,4.0
Christmas Must Be Tonight - Remastered 2001,The Band,0.668,0.665,7.0,-8.55,1.0,0.0267,0.0511,6.68e-05,0.109,0.766,128.624,audio_features,4vQqLw6NwBhxMxAZQW42Vs,spotify:track:4vQqLw6NwBhxMxAZQW42Vs,https://api.spotify.com/v1/tracks/4vQqLw6NwBhxMxAZQW42Vs,https://api.spotify.com/v1/audio-analysis/4vQqLw6NwBhxMxAZQW42Vs,218667.0,4.0
Ophelia - Remastered 2000,The Band,0.831,0.683,0.0,-7.403,1.0,0.0285,0.678,0.00197,0.332,0.948,92.31,audio_features,2fx1hkMHTVdDim274rwoPa,spotify:track:2fx1hkMHTVdDim274rwoPa,https://api.spotify.com/v1/tracks/2fx1hkMHTVdDim274rwoPa,https://api.spotify.com/v1/audio-analysis/2fx1hkMHTVdDim274rwoPa,212800.0,4.0
LA CANCIÓN,J Balvin,0.754,0.646,7.0,-5.795,1.0,0.317,0.152,1.85e-05,0.108,0.429,176.089,audio_features,0fea68AdmYNygeTGI4RC18,spotify:track:0fea68AdmYNygeTGI4RC18,https://api.spotify.com/v1/tracks/0fea68AdmYNygeTGI4RC18,https://api.spotify.com/v1/audio-analysis/0fea68AdmYNygeTGI4RC18,242573.0,4.0
Agua (with J Balvin),Tainy,0.778,0.651,9.0,-5.421,0.0,0.266,0.167,0.0,0.177,0.569,100.094,audio_features,7CtbxAGq2P0jtYh6SH9DMR,spotify:track:7CtbxAGq2P0jtYh6SH9DMR,https://api.spotify.com/v1/tracks/7CtbxAGq2P0jtYh6SH9DMR,https://api.spotify.com/v1/audio-analysis/7CtbxAGq2P0jtYh6SH9DMR,159666.0,4.0
Negro,J Balvin,0.795,0.911,0.0,-2.228,1.0,0.0875,0.0157,0.206,0.131,0.8,164.081,audio_features,2hsA9YWuF3C9Gosi4dpjJN,spotify:track:2hsA9YWuF3C9Gosi4dpjJN,https://api.spotify.com/v1/tracks/2hsA9YWuF3C9Gosi4dpjJN,https://api.spotify.com/v1/audio-analysis/2hsA9YWuF3C9Gosi4dpjJN,182093.0,4.0
QUE PRETENDES,J Balvin,0.639,0.791,10.0,-4.443,0.0,0.253,0.0275,0.0,0.362,0.939,92.603,audio_features,25ZAibhr3bdlMCLmubZDVt,spotify:track:25ZAibhr3bdlMCLmubZDVt,https://api.spotify.com/v1/tracks/25ZAibhr3bdlMCLmubZDVt,https://api.spotify.com/v1/audio-analysis/25ZAibhr3bdlMCLmubZDVt,222347.0,4.0
Mi Gente,J Balvin,0.774,0.687,11.0,-4.818,0.0,0.0584,0.0179,1.17e-05,0.128,0.308,104.959,audio_features,4ipnJyDU3Lq15qBAYNqlqK,spotify:track:4ipnJyDU3Lq15qBAYNqlqK,https://api.spotify.com/v1/tracks/4ipnJyDU3Lq15qBAYNqlqK,https://api.spotify.com/v1/audio-analysis/4ipnJyDU3Lq15qBAYNqlqK,189440.0,4.0
Gris,J Balvin,0.849,0.709,6.0,-4.717,0.0,0.0794,0.229,0.0,0.329,0.916,93.06,audio_features,1syf62zw48zu4FrPwMtDHk,spotify:track:1syf62zw48zu4FrPwMtDHk,https://api.spotify.com/v1/tracks/1syf62zw48zu4FrPwMtDHk,https://api.spotify.com/v1/audio-analysis/1syf62zw48zu4FrPwMtDHk,176627.0,4.0
No Me Conoce - Remix,Jhayco,0.804,0.787,10.0,-3.824,0.0,0.0746,0.14,0.0,0.0927,0.562,91.974,audio_features,2beS6dD5rovBxSA1zYoSHR,spotify:track:2beS6dD5rovBxSA1zYoSHR,https://api.spotify.com/v1/tracks/2beS6dD5rovBxSA1zYoSHR,https://api.spotify.com/v1/audio-analysis/2beS6dD5rovBxSA1zYoSHR,309120.0,4.0
Say My Name - Corey James Remix,David Guetta,0.529,0.78,10.0,-4.363,0.0,0.0883,0.0192,0.0,0.0699,0.441,113.574,audio_features,5CsT3YCCZheE5qZuQy2keP,spotify:track:5CsT3YCCZheE5qZuQy2keP,https://api.spotify.com/v1/tracks/5CsT3YCCZheE5qZuQy2keP,https://api.spotify.com/v1/audio-analysis/5CsT3YCCZheE5qZuQy2keP,185760.0,4.0
Ay Vamos,J Balvin,0.718,0.711,8.0,-5.746,0.0,0.11,0.157,5.54e-05,0.1,0.92,173.916,audio_features,6Ges5C2IE738iJh4HyQizQ,spotify:track:6Ges5C2IE738iJh4HyQizQ,https://api.spotify.com/v1/tracks/6Ges5C2IE738iJh4HyQizQ,https://api.spotify.com/v1/audio-analysis/6Ges5C2IE738iJh4HyQizQ,226413.0,4.0
Fantasías,J Balvin,0.844,0.492,5.0,-6.963,0.0,0.253,0.06,0.0,0.108,0.695,80.01,audio_features,6NrS68u0qtZ0bzNVSNz18T,spotify:track:6NrS68u0qtZ0bzNVSNz18T,https://api.spotify.com/v1/tracks/6NrS68u0qtZ0bzNVSNz18T,https://api.spotify.com/v1/audio-analysis/6NrS68u0qtZ0bzNVSNz18T,195413.0,4.0
